Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00363,38,Male,Dubai,Mobile,Email,4,Yes,Afternoon,26.8,7,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00364,31,Female,Dubai,Mobile,Organic,4,Yes,Morning,65.91,15,Beauty,Grocery,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00365,52,Female,Dubai,Mobile,Paid Search,1,No,Night,5.65,2,Electronics,Books,No,Cash on Delivery,3.0,Yes,Payment Gateway,No,
CUST00366,39,Male,Dubai,Desktop,Paid Search,8,Yes,Afternoon,14.56,5,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00367,70,Female,Dubai,Mobile,Organic,5,Yes,Morning,124.53335096073388,25,Electronics,Home & Kitchen,No,Cash on Delivery,,No,Product Page,No,
CUST00368,55,Male,Doha,Desktop,Social Media,2,Yes,Night,150.56548654515606,51,Electronics,None,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00369,35,Male,Sharjah,Mobile,Social Media,2,Yes,Evening,15.09,4,Apparel,Toys,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00370,42,Male,Mumbai,Mobile,Referral,1,No,Morning,5.15,1,Electronics,Sports,Yes,Cash on Delivery,,No,Product Page,No,
CUST00371,31,Female,Dubai,Mobile,Organic,4,Yes,Afternoon,8.45,4,Beauty,None,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00372,38,Male,Abu Dhabi,Mobile,Social Media,1,No,Morning,10.22,4,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00373,45,Female,Mumbai,Desktop,Paid Search,1,No,Evening,14.8,2,Electronics,None,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00374,30,Male,Muscat,Mobile,Paid Search,1,No,Afternoon,13.5,4,Electronics,None,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00375,36,Male,Dubai,Mobile,Organic,4,Yes,Night,16.24,4,Sports,None,Yes,BNPL,3.0,Yes,None,Yes,149.54
CUST00376,42,Female,Riyadh,Mobile,Email,2,Yes,Afternoon,14.7,5,Electronics,None,No,Credit/Debit Card,2.0,Yes,None,Yes,300.16
CUST00377,27,Female,Muscat,Desktop,Organic,2,Yes,Evening,33.54,9,Apparel,None,No,Cash on Delivery,14.0,Yes,Cart,No,
CUST00378,45,Female,Sharjah,Mobile,Social Media,2,Yes,Morning,22.48,6,Home & Kitchen,None,Yes,BNPL,3.0,Yes,Checkout,No,
CUST00379,42,Male,Dubai,Mobile,Paid Search,2,Yes,Afternoon,135.006412560642,51,Sports,Electronics,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00380,34,Male,Dubai,Mobile,Referral,2,Yes,Evening,12.27,3,Sports,None,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00381,39,Female,Sharjah,Mobile,Referral,1,No,Evening,4.71,2,Beauty,None,No,Credit/Debit Card,9.0,Yes,Checkout,No,
CUST00382,57,Female,Dubai,Desktop,Organic,4,Yes,Afternoon,39.23,6,Apparel,None,No,BNPL,3.0,Yes,None,Yes,156.7
CUST00383,27,Male,Sharjah,Mobile,Paid Search,1,No,Evening,21.79,7,Beauty,None,No,Digital Wallet,,No,Product Page,No,
CUST00384,38,Male,Abu Dhabi,Mobile,Organic,3,Yes,Night,15.51,4,Apparel,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00385,56,Female,Cairo,Mobile,Direct,3,Yes,Afternoon,24.78,6,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00386,31,Male,Dubai,Tablet,Organic,6,Yes,Morning,19.61,4,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00387,34,Female,Cairo,Mobile,Organic,3,Yes,Afternoon,13.07,3,Beauty,None,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00388,49,Male,Sharjah,Mobile,Paid Search,1,No,Evening,25.57,7,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00389,40,Male,Abu Dhabi,Desktop,Paid Search,2,Yes,Morning,17.09,3,Electronics,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00390,36,Other,Dubai,Mobile,Paid Search,1,No,Afternoon,8.65,3,Sports,None,No,Digital Wallet,,No,Product Page,No,
CUST00391,27,Male,Doha,Tablet,Direct,3,Yes,Evening,6.25,3,Sports,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00392,47,Male,London,Mobile,Social Media,1,No,Night,4.7,1,Home & Kitchen,None,No,Cash on Delivery,2.0,Yes,Payment Gateway,No,
CUST00393,58,Female,Abu Dhabi,Mobile,Email,4,Yes,Afternoon,31.36,9,Apparel,Toys,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00394,39,Male,Dubai,Desktop,Paid Search,5,Yes,Afternoon,23.23,8,Sports,Books,No,Digital Wallet,,No,Product Page,No,
CUST00395,47,Male,Riyadh,Desktop,Direct,2,Yes,Evening,12.38,7,Beauty,None,No,BNPL,2.0,Yes,Cart,No,
CUST00396,34,Female,Kuwait City,Mobile,Email,5,Yes,Morning,12.9,3,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00397,32,Male,Dubai,Tablet,Paid Search,1,No,Afternoon,60.0,13,Apparel,Sports,Yes,BNPL,3.0,Yes,Cart,No,
CUST00398,27,Male,Riyadh,Mobile,Direct,6,Yes,Evening,21.04,6,Electronics,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00399,43,Male,Dubai,Desktop,Paid Search,1,No,Night,35.38,9,Apparel,None,No,BNPL,3.0,Yes,Payment Gateway,No,
CUST00400,52,Female,Abu Dhabi,Mobile,Paid Search,1,No,Night,40.2,12,Apparel,Beauty,Yes,Cash on Delivery,2.0,Yes,None,Yes,75.89
CUST00401,37,Female,Sharjah,Mobile,Paid Search,2,Yes,Afternoon,9.15,4,Apparel,Sports,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00402,47,Female,Dubai,Desktop,Direct,2,Yes,Evening,56.71,13,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00403,36,Male,Kuwait City,Tablet,Direct,2,Yes,Afternoon,6.58,1,Electronics,None,Yes,BNPL,4.0,Yes,Checkout,No,
CUST00404,45,Female,Riyadh,Mobile,Social Media,1,No,Afternoon,21.83,8,Sports,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00405,38,Female,Sharjah,Mobile,Organic,3,Yes,Night,20.01,4,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00406,23,Female,Abu Dhabi,Mobile,Organic,2,Yes,Night,26.27,2,Home & Kitchen,None,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00407,31,Female,Abu Dhabi,Mobile,Email,3,Yes,Morning,15.62,1,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00408,34,Female,Muscat,Mobile,Social Media,1,No,Morning,18.9,5,Home & Kitchen,Toys,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00409,37,Female,Sharjah,Mobile,Social Media,1,No,Afternoon,36.22,6,Apparel,None,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00410,43,Female,Sharjah,Mobile,Organic,5,Yes,Evening,34.44,8,Home & Kitchen,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00411,25,Male,Sharjah,Desktop,Paid Search,1,No,Night,16.92,2,Sports,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00412,27,Male,Sharjah,Mobile,Social Media,2,Yes,Afternoon,9.51,3,Toys,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00413,37,Male,Dubai,Mobile,Organic,4,Yes,Afternoon,18.07,5,Beauty,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00414,52,Male,Dubai,Mobile,Paid Search,1,No,Afternoon,17.38,5,Sports,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00415,42,Male,Dubai,Mobile,Referral,1,No,Morning,20.52,4,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00416,28,Female,Kuwait City,Mobile,Paid Search,1,No,Evening,28.67,8,Books,None,No,Digital Wallet,2.0,Yes,None,Yes,43.69
CUST00417,24,Male,Dubai,Mobile,Referral,3,Yes,Night,133.67150721272827,50,Grocery,Beauty,No,Digital Wallet,3.0,Yes,None,Yes,55.43
CUST00418,34,Female,Dubai,Desktop,Paid Search,1,No,Afternoon,10.58,3,Home & Kitchen,Toys,No,BNPL,,No,Product Page,No,
CUST00419,38,Female,Kuwait City,Desktop,Paid Search,1,No,Afternoon,9.31,2,Beauty,None,Yes,Digital Wallet,14.0,Yes,None,Yes,230.67
CUST00420,50,Male,Dubai,Desktop,Social Media,3,Yes,Afternoon,15.72,4,Home & Kitchen,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00421,27,Female,Riyadh,Tablet,Email,26,Yes,Afternoon,22.59,8,Apparel,Sports,Yes,Credit/Debit Card,3.0,Yes,None,Yes,120.31
CUST00422,46,Female,Abu Dhabi,Desktop,Email,5,Yes,Morning,26.62,6,Sports,Books,No,BNPL,,No,Product Page,No,
CUST00423,31,Male,Dubai,Desktop,Paid Search,4,Yes,Evening,10.01,1,Home & Kitchen,Grocery,No,BNPL,2.0,Yes,None,Yes,191.8
CUST00424,52,Male,Abu Dhabi,Mobile,Paid Search,2,Yes,Afternoon,8.3,1,Home & Kitchen,Beauty,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00425,47,Male,Dubai,Mobile,Organic,5,Yes,Afternoon,17.46,4,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00426,46,Female,Muscat,Mobile,Social Media,1,No,Night,49.7,10,Sports,Electronics,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00427,49,Male,Sharjah,Mobile,Email,3,Yes,Morning,17.6,6,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00428,34,Female,Dubai,Mobile,Paid Search,4,Yes,Evening,5.64,1,Electronics,Home & Kitchen,No,Digital Wallet,,No,Product Page,No,
CUST00429,55,Female,Dubai,Mobile,Organic,3,Yes,Evening,24.14,6,Home & Kitchen,None,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00430,37,Male,Sharjah,Desktop,Email,12,Yes,Evening,22.27,7,Toys,None,Yes,Digital Wallet,1.0,Yes,None,Yes,68.83
CUST00431,45,Female,Dubai,Mobile,Referral,1,No,Morning,4.76,1,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00432,54,Male,Dubai,Mobile,Organic,4,Yes,Evening,14.94,5,Grocery,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00433,23,Female,Sharjah,Tablet,Paid Search,1,No,Morning,9.27,3,Sports,Electronics,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00434,49,Male,Muscat,Mobile,Paid Search,2,Yes,Night,12.27,3,Beauty,None,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00435,47,Female,Abu Dhabi,Mobile,Organic,4,Yes,Evening,33.89,9,Apparel,Beauty,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00436,46,Male,Doha,Mobile,Social Media,1,No,Evening,19.08,2,Apparel,None,No,Cash on Delivery,1.0,Yes,None,Yes,92.35
CUST00437,29,Female,Cairo,Desktop,Direct,5,Yes,Afternoon,19.39,7,Beauty,Apparel,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00438,30,Male,Dubai,Mobile,Organic,2,Yes,Night,35.7,5,Apparel,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00439,37,Male,Kuwait City,Mobile,Social Media,1,No,Night,8.78,4,Sports,Electronics,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00440,38,Female,Kuwait City,Mobile,Social Media,1,No,Night,6.82,3,Sports,None,Yes,BNPL,,No,Product Page,No,
CUST00441,34,Male,Dubai,Mobile,Social Media,3,Yes,Night,17.34,5,Apparel,Toys,Yes,Credit/Debit Card,2.0,Yes,None,Yes,84.36
CUST00442,52,Female,Mumbai,Mobile,Paid Search,3,Yes,Night,17.8,7,Beauty,None,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00443,19,Female,Dubai,Desktop,Paid Search,3,Yes,Evening,9.83,5,Home & Kitchen,None,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00444,35,Male,Dubai,Desktop,Organic,6,Yes,Morning,54.51,13,Apparel,Sports,No,Digital Wallet,2.0,Yes,None,Yes,136.17
CUST00445,27,Male,Kuwait City,Desktop,Paid Search,2,Yes,Morning,12.81,3,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00446,54,Male,Sharjah,Desktop,Paid Search,2,Yes,Evening,24.45,5,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00447,42,Female,Abu Dhabi,Mobile,Paid Search,1,No,Afternoon,18.96,6,Apparel,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00448,37,Male,Dubai,Desktop,Paid Search,2,Yes,Evening,150.56548654515606,36,Apparel,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,132.39
CUST00449,29,Male,Kuwait City,Mobile,Paid Search,3,Yes,Afternoon,18.0,5,Apparel,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00450,42,Male,Kuwait City,Desktop,Organic,5,Yes,Evening,58.7,13,Electronics,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00451,27,Male,Riyadh,Mobile,Social Media,1,No,Afternoon,6.9,2,Home & Kitchen,None,No,Cash on Delivery,,No,Product Page,No,
CUST00452,37,Other,London,Mobile,Organic,6,Yes,Afternoon,11.14,1,Electronics,Home & Kitchen,No,BNPL,,No,Product Page,No,
CUST00453,54,Male,Abu Dhabi,Mobile,Organic,4,Yes,Afternoon,20.63,6,Sports,None,No,Credit/Debit Card,1.0,Yes,None,Yes,140.04
CUST00454,54,Female,Dubai,Mobile,Referral,1,No,Afternoon,17.69,4,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00455,30,Female,Doha,Mobile,Paid Search,1,No,Night,16.24,3,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00456,53,Female,Kuwait City,Desktop,Social Media,2,Yes,Evening,14.83,1,Electronics,Books,No,Credit/Debit Card,10.0,Yes,Cart,No,
CUST00457,23,Male,Dubai,Mobile,Paid Search,1,No,Night,5.34,2,Grocery,None,No,Digital Wallet,,No,Product Page,No,
CUST00458,35,Female,Dubai,Mobile,Social Media,1,No,Afternoon,3.33,1,Apparel,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00459,31,Female,Muscat,Desktop,Direct,2,Yes,Morning,10.31,2,Sports,Apparel,Yes,BNPL,4.0,Yes,Payment Gateway,No,
CUST00460,21,Male,Mumbai,Mobile,Organic,6,Yes,Morning,19.33,6,Sports,None,No,Cash on Delivery,,No,Product Page,No,
CUST00461,46,Male,Riyadh,Desktop,Organic,4,Yes,Morning,30.36,7,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00462,50,Male,Dubai,Mobile,Social Media,2,Yes,Afternoon,16.93,4,Sports,Electronics,Yes,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00463,49,Male,Mumbai,Tablet,Organic,3,Yes,Morning,20.2,4,Electronics,Books,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00464,41,Male,Cairo,Mobile,Paid Search,2,Yes,Night,22.37,5,Beauty,Apparel,Yes,Digital Wallet,6.0,Yes,None,Yes,106.59
CUST00465,41,Female,Sharjah,Mobile,Organic,5,Yes,Night,42.96,12,Apparel,Sports,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00466,57,Male,Muscat,Mobile,Organic,3,Yes,Night,19.14,6,Sports,None,No,Digital Wallet,3.0,Yes,None,Yes,150.83
CUST00467,34,Male,Muscat,Mobile,Social Media,1,No,Night,16.05,4,Grocery,None,No,BNPL,3.0,Yes,None,Yes,84.68
CUST00468,42,Female,London,Desktop,Paid Search,1,No,Evening,18.3,5,Books,None,Yes,Cash on Delivery,2.0,Yes,None,Yes,37.59
CUST00469,32,Male,Muscat,Mobile,Email,3,Yes,Afternoon,22.17,6,Electronics,None,Yes,Digital Wallet,3.0,Yes,None,Yes,359.95
CUST00470,49,Female,Riyadh,Mobile,Paid Search,1,No,Morning,12.37,4,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00471,49,Male,Riyadh,Mobile,Paid Search,1,No,Morning,150.56548654515606,32,Apparel,None,No,Cash on Delivery,2.0,Yes,Payment Gateway,No,
CUST00472,41,Female,Sharjah,Desktop,Social Media,3,Yes,Night,47.02,8,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00473,41,Male,Riyadh,Mobile,Paid Search,4,Yes,Night,41.43,9,Electronics,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00474,38,Female,Kuwait City,Tablet,Email,4,Yes,Evening,12.14,3,Apparel,None,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00475,42,Female,Mumbai,Mobile,Organic,5,Yes,Night,21.17,8,Toys,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00476,24,Male,Sharjah,Mobile,Email,5,Yes,Morning,18.7,9,Home & Kitchen,Toys,Yes,BNPL,,No,Product Page,No,
CUST00477,42,Male,Riyadh,Mobile,Social Media,2,Yes,Evening,36.1,9,Beauty,Grocery,Yes,Cash on Delivery,,No,Product Page,No,
CUST00478,56,Female,Sharjah,Desktop,Email,4,Yes,Afternoon,27.38,5,Home & Kitchen,None,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00479,38,Male,Doha,Desktop,Direct,5,Yes,Night,20.715,6,Beauty,None,No,Digital Wallet,,No,Product Page,No,
CUST00480,41,Female,Riyadh,Mobile,Social Media,3,Yes,Night,10.16,1,Grocery,Home & Kitchen,Yes,Digital Wallet,5.0,Yes,Payment Gateway,No,
CUST00481,36,Other,Dubai,Mobile,Social Media,1,No,Evening,23.35,5,Home & Kitchen,None,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00482,33,Male,Sharjah,Desktop,Direct,4,Yes,Morning,12.94,1,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00483,48,Male,Dubai,Mobile,Paid Search,9,Yes,Afternoon,12.61,4,Home & Kitchen,Toys,Yes,Digital Wallet,4.0,Yes,Checkout,No,
CUST00484,34,Male,Dubai,Mobile,Social Media,1,No,Evening,5.24,1,Toys,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00485,47,Male,Kuwait City,Mobile,Paid Search,1,No,Night,9.58,2,Apparel,None,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00486,40,Female,Dubai,Mobile,Paid Search,1,No,Afternoon,7.85,3,Home & Kitchen,None,No,Digital Wallet,,No,Product Page,No,
CUST00487,26,Female,Abu Dhabi,Mobile,Paid Search,1,No,Afternoon,23.8,6,Electronics,Home & Kitchen,No,Credit/Debit Card,,No,Product Page,No,
CUST00488,31,Male,Dubai,Mobile,Social Media,1,No,Evening,10.23,2,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00489,40,Male,Dubai,Mobile,Organic,6,Yes,Night,48.21,11,Books,None,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00490,35,Male,Kuwait City,Desktop,Social Media,1,No,Evening,14.19,2,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00491,35,Male,Sharjah,Mobile,Email,7,Yes,Evening,10.47,6,Apparel,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00492,38,Female,Cairo,Desktop,Social Media,1,No,Evening,14.87,2,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00493,32,Male,Dubai,Mobile,Referral,1,No,Afternoon,17.84,5,Grocery,None,No,Credit/Debit Card,3.0,Yes,None,Yes,66.53
CUST00494,39,Female,Dubai,Desktop,Referral,2,Yes,Afternoon,54.11,13,Electronics,None,No,BNPL,3.0,Yes,Cart,No,
CUST00495,43,Female,Abu Dhabi,Mobile,Email,4,Yes,Evening,17.11,5,Sports,None,Yes,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00496,19,Female,Doha,Desktop,Direct,2,Yes,Night,52.28,13,Apparel,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00497,34,Male,Riyadh,Mobile,Organic,4,Yes,Evening,18.05,2,Sports,None,No,Credit/Debit Card,1.0,Yes,None,Yes,158.97
CUST00498,42,Female,Cairo,Desktop,Direct,9,Yes,Afternoon,14.67,3,Toys,Grocery,No,Cash on Delivery,,No,Product Page,No,
CUST00499,52,Female,Riyadh,Mobile,Paid Search,1,No,Night,22.66,6,Apparel,None,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00500,36,Female,Sharjah,Mobile,Social Media,1,No,Evening,38.04,9,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00501,56,Male,Kuwait City,Tablet,Email,3,Yes,Morning,28.77,9,Electronics,None,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00502,29,Male,London,Mobile,Social Media,1,No,Evening,3.93,1,Beauty,None,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00503,42,Female,Abu Dhabi,Mobile,Email,5,Yes,Evening,24.86,5,Electronics,Sports,No,Digital Wallet,2.0,Yes,None,Yes,364.32
CUST00504,37,Male,Dubai,Tablet,Direct,4,Yes,Evening,63.01,13,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00505,27,Male,Riyadh,Mobile,Social Media,1,No,Night,1.97,5,Electronics,Sports,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00506,46,Other,Sharjah,Mobile,Email,3,Yes,Evening,26.69,4,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00507,38,Male,Mumbai,Tablet,Paid Search,1,No,Morning,9.7,3,Electronics,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00508,27,Male,Sharjah,Mobile,Social Media,1,No,Night,5.76,4,Sports,None,No,Digital Wallet,,No,Product Page,No,
CUST00509,43,Male,Dubai,Desktop,Social Media,1,No,Evening,30.68,6,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00510,25,Female,Mumbai,Mobile,Paid Search,3,Yes,Evening,4.84,3,Apparel,Sports,No,Cash on Delivery,,No,Product Page,No,
CUST00511,46,Male,Muscat,Desktop,Organic,3,Yes,Evening,21.09,3,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00512,31,Female,Dubai,Mobile,Organic,4,Yes,Evening,33.9,8,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00513,62,Male,Cairo,Tablet,Paid Search,1,No,Night,24.77,7,Beauty,None,No,Cash on Delivery,2.0,Yes,None,Yes,93.81
CUST00514,32,Male,Abu Dhabi,Mobile,Email,4,Yes,Evening,26.96,6,Home & Kitchen,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00515,37,Female,Abu Dhabi,Mobile,Organic,2,Yes,Night,22.25,6,Home & Kitchen,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00516,42,Male,Cairo,Mobile,Social Media,1,No,Afternoon,11.03,2,Beauty,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00517,33,Other,Sharjah,Mobile,Paid Search,1,No,Afternoon,8.36,3,Beauty,Apparel,Yes,Cash on Delivery,,No,Product Page,No,
CUST00518,49,Male,Dubai,Desktop,Direct,2,Yes,Evening,12.09,3,Apparel,None,No,Credit/Debit Card,3.0,Yes,None,Yes,158.78
CUST00519,40,Male,Abu Dhabi,Desktop,Email,2,Yes,Night,40.91,10,Apparel,None,Yes,BNPL,2.0,Yes,None,Yes,173.06
CUST00520,23,Male,Doha,Mobile,Paid Search,2,Yes,Afternoon,16.64,2,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00521,25,Male,Dubai,Desktop,Paid Search,2,Yes,Morning,30.53,6,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00522,51,Other,Riyadh,Mobile,Email,6,Yes,Afternoon,11.7,5,Apparel,None,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00523,37,Female,Doha,Mobile,Organic,5,Yes,Evening,14.93,1,Home & Kitchen,None,No,Cash on Delivery,2.0,Yes,None,Yes,157.78
CUST00524,37,Male,Abu Dhabi,Mobile,Paid Search,3,Yes,Night,19.47,4,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00525,37,Female,Doha,Mobile,Organic,3,Yes,Evening,11.23,3,Sports,None,No,BNPL,2.0,Yes,Payment Gateway,No,
CUST00526,29,Female,Cairo,Mobile,Social Media,9,Yes,Night,5.4,3,Electronics,Books,No,BNPL,1.0,Yes,Checkout,No,
CUST00527,36,Male,Sharjah,Desktop,Email,5,Yes,Evening,20.715,8,Home & Kitchen,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00528,36,Male,Abu Dhabi,Mobile,Paid Search,1,No,Afternoon,6.92,1,Home & Kitchen,None,No,Digital Wallet,2.0,Yes,None,Yes,182.05
CUST00529,61,Female,Dubai,Desktop,Social Media,1,No,Evening,18.66,7,Apparel,None,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00530,40,Other,Riyadh,Mobile,Paid Search,1,No,Evening,16.51,6,Apparel,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00531,38,Other,Cairo,Desktop,Referral,2,Yes,Night,35.58,8,Sports,None,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00532,38,Female,Abu Dhabi,Mobile,Email,3,Yes,Morning,18.77,2,Apparel,Sports,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00533,39,Female,Abu Dhabi,Mobile,Email,6,Yes,Morning,19.82,5,Books,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00534,36,Male,Abu Dhabi,Mobile,Organic,3,Yes,Morning,18.72,5,Books,Electronics,No,BNPL,2.0,Yes,None,Yes,56.62
CUST00535,46,Male,Riyadh,Desktop,Social Media,1,No,Evening,24.08,5,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00536,36,Male,Dubai,Mobile,Direct,3,Yes,Morning,22.26,3,Sports,Electronics,No,BNPL,3.0,Yes,Payment Gateway,No,
CUST00537,51,Female,Muscat,Desktop,Paid Search,1,No,Evening,36.71,8,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00538,35,Female,Abu Dhabi,Mobile,Email,8,Yes,Evening,13.49,5,Home & Kitchen,Toys,Yes,Credit/Debit Card,2.0,Yes,None,Yes,90.88
CUST00539,48,Female,Doha,Desktop,Paid Search,1,No,Afternoon,65.39,15,Grocery,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00540,49,Female,Sharjah,Mobile,Social Media,3,Yes,Evening,16.24,4,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00541,39,Female,Riyadh,Mobile,Social Media,4,Yes,Night,14.86,3,Electronics,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00542,26,Other,Dubai,Mobile,Email,3,Yes,Afternoon,21.98,6,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00543,56,Male,Doha,Mobile,Email,4,Yes,Morning,13.84,2,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
